n_qubits,depth,circuit_variant,param_index,layer_index,qubit_index,gate_type,grad_mean_over_seeds,abs_grad_mean_over_seeds,grad_abs_mean_over_seeds,grad_std_over_seeds,bias_ratio
6,4,hea,43,3,3,rz,0.014748972012484018,0.014748972012484018,0.18541393725735117,0.22148062092093138,0.07954618854791176
6,4,hea,44,3,4,ry,-0.036530167693918904,0.036530167693918904,0.20427154164065336,0.24194442768214983,0.17883140940983933
6,4,hea,45,3,4,rz,-0.02337142215211575,0.02337142215211575,0.1256199362407221,0.16756491082292035,0.18604867070883985
6,4,hea,46,3,5,ry,0.08199417659372647,0.08199417659372647,0.1830072848268367,0.19824865543665018,0.4480377744050447
6,4,hea,47,3,5,rz,0.009461935901748859,0.009461935901748859,0.1759577712452014,0.2088699865694429,0.05377390174238664
6,4,hva,0,0,-1,beta_x,0.15760810450541818,0.15760810450541818,4.695364231092422,5.548387570774877,0.03356674727420435
6,4,hva,1,0,-1,gamma_zz,0.0514765486443977,0.0514765486443977,3.0837677196313833,3.9674737408169336,0.016692745149609035
6,4,hva,2,1,-1,beta_x,-0.28391878591112785,0.28391878591112785,4.172466232194506,4.889606567868356,0.06804579596604689
6,4,hva,3,1,-1,gamma_zz,0.19412710915963138,0.19412710915963138,3.1205713462170546,4.0899504929297334,0.06220883537720231
6,4,hva,4,2,-1,beta_x,0.9950637291187359,0.9950637291187359,3.9404388710191816,4.649375681654785,0.25252611744269127
6,4,hva,5,2,-1,gamma_zz,0.5765633613670149,0.5765633613670149,3.1872181164779962,4.086229522496438,0.1808986207709375
6,4,hva,6,3,-1,beta_x,-0.8932500163026195,0.8932500163026195,4.167615885326639,4.799341819842572,0.2143311765960913
6,4,hva,7,3,-1,gamma_zz,0.5467694037776295,0.5467694037776295,2.3789079722897024,2.787443692888211,0.2298405025106385
6,6,hea,0,0,0,ry,0.0399451988067487,0.0399451988067487,0.22955785351177088,0.2752162086554696,0.17400928870725949
6,6,hea,1,0,0,rz,0.0399444004381883,0.0399444004381883,0.12316534437566991,0.1725033137846754,0.3243152580027097
6,6,hea,2,0,1,ry,0.011403507777053163,0.011403507777053163,0.23151350706048962,0.29356690138231734,0.04925633895768171
6,6,hea,3,0,1,rz,-0.002787465436191753,0.002787465436191753,0.13692914159665034,0.17145947530462655,0.02035699197182378
6,6,hea,4,0,2,ry,0.03191563320750922,0.03191563320750922,0.2393544535790323,0.2858231639594247,0.13334046110393716
6,6,hea,5,0,2,rz,-0.06033621929513886,0.06033621929513886,0.11788572399822975,0.17973900780028487,0.5118195592202869
6,6,hea,6,0,3,ry,-0.029077222869022177,0.029077222869022177,0.2405290404046307,0.28543960852514594,0.12088861627729779
6,6,hea,7,0,3,rz,0.006311161003302952,0.006311161003302952,0.15882454453782027,0.23097923139818924,0.039736685672031376
6,6,hea,8,0,4,ry,-0.0852476927290687,0.0852476927290687,0.23654300266063913,0.2828731676974509,0.36038983089840343
6,6,hea,9,0,4,rz,0.049176392001916244,0.049176392001916244,0.18559273128790385,0.2483646175763299,0.2649693857117188
6,6,hea,10,0,5,ry,-0.011146644061594733,0.011146644061594733,0.2305042830105273,0.28247302436616273,0.048357644014300635
6,6,hea,11,0,5,rz,-0.0234921843026491,0.0234921843026491,0.15968557498931407,0.21423287588261075,0.14711525636690112
6,6,hea,12,1,0,ry,0.023728873538280525,0.023728873538280525,0.23337466863258455,0.29555836262232377,0.10167716006760864
6,6,hea,13,1,0,rz,-0.1159443537726907,0.1159443537726907,0.24237473097308074,0.27178672411248905,0.4783681587069716
6,6,hea,14,1,1,ry,-0.017970573206834324,0.017970573206834324,0.244958215225866,0.3250235712936529,0.07336179025579655
6,6,hea,15,1,1,rz,0.043153020235452706,0.043153020235452706,0.16540877503162527,0.2017211048700502,0.2608871278274192
6,6,hea,16,1,2,ry,-0.0733620124621071,0.0733620124621071,0.21728426225153477,0.26100102160948496,0.33763150493237615
6,6,hea,17,1,2,rz,0.01648374283220346,0.01648374283220346,0.22736507681788445,0.27476485650509186,0.07249900935932473
6,6,hea,18,1,3,ry,0.05870622985151943,0.05870622985151943,0.25443796918074585,0.29960583456244266,0.23072904582812434
6,6,hea,19,1,3,rz,-0.04902783428920472,0.04902783428920472,0.22061762827392678,0.2628558193441318,0.2222299037152633
6,6,hea,20,1,4,ry,-0.04604412246222329,0.04604412246222329,0.2308993839277977,0.27199741484498446,0.19941206286033702
6,6,hea,21,1,4,rz,0.09164410823559344,0.09164410823559344,0.24468707900743697,0.31396510304390546,0.37453595264344813
6,6,hea,22,1,5,ry,0.08398284057977276,0.08398284057977276,0.24888788778508836,0.30097106484065955,0.3374324131525861
6,6,hea,23,1,5,rz,-0.11752603423797446,0.11752603423797446,0.23169322014754917,0.2560732967452441,0.5072484821227391
6,6,hea,24,2,0,ry,0.11796356511175941,0.11796356511175941,0.23508547994988405,0.24460357681461484,0.5017900941262157
6,6,hea,25,2,0,rz,-0.027534556862089023,0.027534556862089023,0.22164705045230904,0.26505384501114443,0.12422703936686677
6,6,hea,26,2,1,ry,0.08961956998213197,0.08961956998213197,0.2814704856170999,0.33007363453477484,0.31839775238120765
6,6,hea,27,2,1,rz,-0.025354752152950532,0.025354752152950532,0.23742825002249743,0.2907714227251346,0.10678911271320049
6,6,hea,28,2,2,ry,0.005894898526202383,0.005894898526202383,0.3078580573979668,0.3717761485123157,0.01914810538345616
6,6,hea,29,2,2,rz,0.0232621576886285,0.0232621576886285,0.2103563839250749,0.25817878215056417,0.11058451022296496
6,6,hea,30,2,3,ry,-0.03454455702535538,0.03454455702535538,0.21656301214075901,0.2795981793645019,0.1595127288075508
6,6,hea,31,2,3,rz,0.031309914580413316,0.031309914580413316,0.24467147973257855,0.3224377996663228,0.1279671607603565
6,6,hea,32,2,4,ry,0.08341974609864057,0.08341974609864057,0.2326165294134316,0.2772966116024688,0.3586148684661075
6,6,hea,33,2,4,rz,0.09484951321005161,0.09484951321005161,0.24758206121880968,0.2925053277974879,0.383103334478763
6,6,hea,34,2,5,ry,-0.07725261072365376,0.07725261072365376,0.2099401359360216,0.23911452355672289,0.36797447224286745
6,6,hea,35,2,5,rz,0.017807150864550845,0.017807150864550845,0.2294779664753323,0.2776491086036001,0.07759852127879538
6,6,hea,36,3,0,ry,0.008671089899682623,0.008671089899682623,0.1741957173297018,0.24069978972238687,0.04977785925282379
6,6,hea,37,3,0,rz,0.01521186912652844,0.01521186912652844,0.1783845323521804,0.22130033646223143,0.08527571828086483
6,6,hea,38,3,1,ry,0.017888561755452,0.017888561755452,0.25992788029136676,0.3216062428167654,0.06882125047686191
6,6,hea,39,3,1,rz,0.0857929475328523,0.0857929475328523,0.2411389344527153,0.30636238642214525,0.3557822287287041
6,6,hea,40,3,2,ry,-0.06409491778759298,0.06409491778759298,0.2065917111136571,0.23688395492025388,0.3102492226918564
6,6,hea,41,3,2,rz,-0.03246769333554036,0.03246769333554036,0.22410033211296573,0.273838146979386,0.14488016608192136
6,6,hea,42,3,3,ry,0.02620633147687844,0.02620633147687844,0.27351692529718424,0.33407027638451875,0.09581246735793182
6,6,hea,43,3,3,rz,0.05032529050503952,0.05032529050503952,0.27174159266107856,0.3209473853930479,0.18519539100444599
6,6,hea,44,3,4,ry,-0.006852935311112343,0.006852935311112343,0.23405767514650355,0.27841952071464887,0.029278831838446914
6,6,hea,45,3,4,rz,-0.020756549233534836,0.020756549233534836,0.23250092695256852,0.2853021106074426,0.0892751246439942
6,6,hea,46,3,5,ry,0.05000518496414741,0.05000518496414741,0.2087446571877806,0.24440691209390442,0.23955192740173448
6,6,hea,47,3,5,rz,-0.09190454750110645,0.09190454750110645,0.2064779271971222,0.2369178365077872,0.4451059188199121
6,6,hea,48,4,0,ry,-0.018758947029525956,0.018758947029525956,0.1908893494432177,0.24379316055230235,0.09827131311538116
6,6,hea,49,4,0,rz,-0.021538160032230073,0.021538160032230073,0.20386915217764912,0.24990764566129722,0.10564697896747947
6,6,hea,50,4,1,ry,-0.05478117979228389,0.05478117979228389,0.2212024863052912,0.27135738721160435,0.24765173623174264
6,6,hea,51,4,1,rz,0.04490987287960493,0.04490987287960493,0.1530453969419198,0.1815795775808515,0.29344151328280577
6,6,hea,52,4,2,ry,0.054275322683206374,0.054275322683206374,0.27504491897584227,0.33162720360898096,0.19733257711251626
6,6,hea,53,4,2,rz,0.04704662896016566,0.04704662896016566,0.20388945694687902,0.2378033365874288,0.23074576618457948
6,6,hea,54,4,3,ry,0.05434002052819093,0.05434002052819093,0.2701671121677875,0.35284429180421606,0.2011348461038545
6,6,hea,55,4,3,rz,0.030093165577105917,0.030093165577105917,0.18319767999993472,0.2592136432876317,0.164266084467426
6,6,hea,56,4,4,ry,-0.04006690012242153,0.04006690012242153,0.19796589841226236,0.24171417055341493,0.20239293961115631
6,6,hea,57,4,4,rz,-0.039551901577531995,0.039551901577531995,0.14466378425051798,0.1705548862394847,0.2734056888007207
6,6,hea,58,4,5,ry,-0.04669230782961139,0.04669230782961139,0.21799456523439106,0.27216136209142666,0.21419023808876564
6,6,hea,59,4,5,rz,0.009164745935663358,0.009164745935663358,0.1563984231986296,0.20995780539514658,0.05859871057666522
6,6,hea,60,5,0,ry,-0.05453483967596557,0.05453483967596557,0.12279132853810275,0.1524813271522672,0.44412614738542144
6,6,hea,61,5,0,rz,0.034451014036697744,0.034451014036697744,0.11006500088718205,0.1323940217177213,0.3130060760369242
6,6,hea,62,5,1,ry,-0.03486232889477609,0.03486232889477609,0.10097807036872467,0.1462136265228693,0.34524653489094054
6,6,hea,63,5,1,rz,-0.06105382091821645,0.06105382091821645,0.15053081817844363,0.1744364756658654,0.4055901752014731
6,6,hea,64,5,2,ry,0.03907685706523513,0.03907685706523513,0.18481053807250183,0.21524515504027014,0.21144279689237702
6,6,hea,65,5,2,rz,-0.025242886791204365,0.025242886791204365,0.1355095603717331,0.17796316622889374,0.18628122415833454
6,6,hea,66,5,3,ry,0.06135782869455166,0.06135782869455166,0.17184186990501427,0.19941829141460485,0.35705982906533135
6,6,hea,67,5,3,rz,0.005252671498544636,0.005252671498544636,0.14948576028039184,0.18054301712985493,0.035138273295677896
6,6,hea,68,5,4,ry,-0.030199873561803408,0.030199873561803408,0.17207185279762047,0.22836047841929683,0.17550734225732043
6,6,hea,69,5,4,rz,0.01503535961048817,0.01503535961048817,0.15820824214549906,0.17461368049253567,0.09503524852175867
6,6,hea,70,5,5,ry,-0.022192874282860802,0.022192874282860802,0.1703351797011839,0.21471632684449476,0.13028943475912172
6,6,hea,71,5,5,rz,0.0347163771145309,0.0347163771145309,0.11880605384266875,0.1670604129874274,0.29221050604462
6,6,hva,0,0,-1,beta_x,1.2197075905412065,1.2197075905412065,3.2133897230011383,3.6513214585676304,0.3795703900496896
6,6,hva,1,0,-1,gamma_zz,-0.041643784781768216,0.041643784781768216,3.1947907870672734,4.147659199872738,0.01303490198805663
6,6,hva,2,1,-1,beta_x,0.8213856912857656,0.8213856912857656,2.788142663266238,3.2720434225890322,0.29459959208957154
6,6,hva,3,1,-1,gamma_zz,-0.5231938931348744,0.5231938931348744,2.682943576137036,3.5207868022676863,0.1950074156565681
6,6,hva,4,2,-1,beta_x,0.501539155969797,0.501539155969797,3.2948928173710352,4.167012527957292,0.15221713839237125
6,6,hva,5,2,-1,gamma_zz,0.07500622687367503,0.07500622687367503,2.40104901595493,3.1029941835971573,0.03123894030286758
6,6,hva,6,3,-1,beta_x,0.38000115325212186,0.38000115325212186,3.144621512977963,3.612039845197969,0.12084161851715498
6,6,hva,7,3,-1,gamma_zz,-0.3101828408196353,0.3101828408196353,2.1873624057567573,2.6690071143889837,0.14180678976802744
6,6,hva,8,4,-1,beta_x,0.09625423614794085,0.09625423614794085,3.39988067717448,4.3081642414617605,0.028311063030580914
6,6,hva,9,4,-1,gamma_zz,-0.17766027518282873,0.17766027518282873,2.6425702734764758,3.704500835192365,0.06723010432911017
6,6,hva,10,5,-1,beta_x,-0.0003270336737873099,0.0003270336737873099,3.2117079741044696,3.901502716319972,0.00010182546994438298
6,6,hva,11,5,-1,gamma_zz,-0.30828300511911755,0.30828300511911755,1.9601712033848073,2.4894140409341,0.15727350987851307
6,8,hea,0,0,0,ry,0.11773176977603497,0.11773176977603497,0.2149856050222075,0.2377717413146429,0.5476262922993054
6,8,hea,1,0,0,rz,0.0059795310878401845,0.0059795310878401845,0.1789852706620199,0.2527757343377941,0.03340795064154398
6,8,hea,2,0,1,ry,0.017534501981728578,0.017534501981728578,0.19945701484804132,0.23891450711108342,0.08791118224188484
6,8,hea,3,0,1,rz,0.024806775816894094,0.024806775816894094,0.13701208247600935,0.17335730180793735,0.18105538846355065
6,8,hea,4,0,2,ry,-0.00044504918270988996,0.00044504918270988996,0.226973149388839,0.30076525818309846,0.0019608010194520943
6,8,hea,5,0,2,rz,0.011694182818604914,0.011694182818604914,0.12180743504605654,0.16367341099746632,0.09600549272040033
6,8,hea,6,0,3,ry,0.006423764066852032,0.006423764066852032,0.20583359885623398,0.263633972675963,0.031208530106587345
6,8,hea,7,0,3,rz,0.020222061897323174,0.020222061897323174,0.158108417281018,0.23494085855713384,0.12789997044484264
6,8,hea,8,0,4,ry,-0.07374435111324695,0.07374435111324695,0.2582501196155027,0.31604202827099775,0.28555398627904377
6,8,hea,9,0,4,rz,0.030877087185894592,0.030877087185894592,0.15595166070715943,0.2076571124986088,0.19799139711550945
6,8,hea,10,0,5,ry,0.006835588816801566,0.006835588816801566,0.20440420330449885,0.23833836237360834,0.03344152765106609
6,8,hea,11,0,5,rz,0.029169025513790765,0.029169025513790765,0.11814730088136403,0.1461463244442238,0.24688693940693734
6,8,hea,12,1,0,ry,-0.03404666821176501,0.03404666821176501,0.19349249259916793,0.24381252986398802,0.17595860053492973
6,8,hea,13,1,0,rz,0.04452944714589775,0.04452944714589775,0.21573229982569497,0.26361659823645206,0.2064106635022941
6,8,hea,14,1,1,ry,-0.04818402300580641,0.04818402300580641,0.24333390371051528,0.284670176314551,0.19801606874777647
6,8,hea,15,1,1,rz,0.058793700236986476,0.058793700236986476,0.2201285731887326,0.27603792728274873,0.2670879994601064
6,8,hea,16,1,2,ry,-0.03613241766963474,0.03613241766963474,0.24162609054982293,0.2830242661988545,0.1495385601257499
6,8,hea,17,1,2,rz,0.03923233418533008,0.03923233418533008,0.2378242236940119,0.29976104029715933,0.16496357509740808
6,8,hea,18,1,3,ry,0.019498624674295598,0.019498624674295598,0.2695746680278032,0.30726602742630404,0.07233107182120127
6,8,hea,19,1,3,rz,0.015710446001168006,0.015710446001168006,0.18167643108097462,0.22520972094121627,0.08647487132860757
6,8,hea,20,1,4,ry,-0.07421215675391726,0.07421215675391726,0.33339675708707056,0.3860209306006934,0.22259411699837153
6,8,hea,21,1,4,rz,-0.055955358122327346,0.055955358122327346,0.20103818797611,0.25968637532024746,0.27833198600544695
6,8,hea,22,1,5,ry,0.03643286903645615,0.03643286903645615,0.20430589612022507,0.2506143344132685,0.17832509843483335
6,8,hea,23,1,5,rz,-0.0434119910473674,0.0434119910473674,0.22596777544717608,0.27570890499600664,0.1921158490915689
6,8,hea,24,2,0,ry,-0.0084289282755498,0.0084289282755498,0.20774663787161923,0.25289415463627946,0.04057311522296966
6,8,hea,25,2,0,rz,-0.02657208932233918,0.02657208932233918,0.2110960580928691,0.2772075031941378,0.12587676701499084
6,8,hea,26,2,1,ry,0.03737403718982687,0.03737403718982687,0.2500897314042705,0.29334812651186143,0.14944251001418177
6,8,hea,27,2,1,rz,-0.004505980012338573,0.004505980012338573,0.18355500284122517,0.2288385492409618,0.024548391177527395
6,8,hea,28,2,2,ry,-0.016897711991118166,0.016897711991118166,0.20846067097893325,0.2564696889830315,0.08105947233003843
6,8,hea,29,2,2,rz,-0.1380371404361314,0.1380371404361314,0.22938946500441693,0.26344427590121894,0.6017588490102319
6,8,hea,30,2,3,ry,0.05143872239424126,0.05143872239424126,0.20209807095836488,0.2447972493940633,0.25452356942505466
6,8,hea,31,2,3,rz,0.011495352511620554,0.011495352511620554,0.24657655061519995,0.31574175851683084,0.04661981231767579
6,8,hea,32,2,4,ry,0.03130693504697882,0.03130693504697882,0.17760973284110732,0.24105296901018716,0.17626812757489116
6,8,hea,33,2,4,rz,-0.018424227863762445,0.018424227863762445,0.21786209043574567,0.2791693292730877,0.08456830569702185
6,8,hea,34,2,5,ry,-0.02814582062983165,0.02814582062983165,0.19025502121392898,0.22522948562768275,0.14793733405954854
6,8,hea,35,2,5,rz,0.010833893444688169,0.010833893444688169,0.2222235473891015,0.2628430943145673,0.04875222977931567
6,8,hea,36,3,0,ry,0.007431942342781055,0.007431942342781055,0.21194908276178484,0.2558219308083879,0.03506475350560481
6,8,hea,37,3,0,rz,-0.02081365011570153,0.02081365011570153,0.17568871263746627,0.21715019584468798,0.11846890903373165
6,8,hea,38,3,1,ry,-0.051200746411961526,0.051200746411961526,0.2031116339561578,0.24354191323704139,0.25208180060731084
6,8,hea,39,3,1,rz,-0.013274050275194411,0.013274050275194411,0.21721002984744023,0.2668934019046574,0.061111589941392305
6,8,hea,40,3,2,ry,0.017111175277404026,0.017111175277404026,0.2535724624413475,0.31906475587847916,0.06748041610142053
6,8,hea,41,3,2,rz,0.032368279980447334,0.032368279980447334,0.19730354740182302,0.2293052452033841,0.16405320840241566
6,8,hea,42,3,3,ry,0.07819204897848384,0.07819204897848384,0.210414663077143,0.2661287465928257,0.3716093157909647
6,8,hea,43,3,3,rz,0.012682165480598062,0.012682165480598062,0.1932183003682618,0.23905919944124632,0.06563646122767147
6,8,hea,44,3,4,ry,-0.02073867787375573,0.02073867787375573,0.23560403799210392,0.27124371058070923,0.0880234398803075
6,8,hea,45,3,4,rz,0.09134585362128916,0.09134585362128916,0.2521850673934315,0.2974199958547139,0.3622175355798566
6,8,hea,46,3,5,ry,-0.04619190495545065,0.04619190495545065,0.24515096080391607,0.28841108465751764,0.18842228806272981
6,8,hea,47,3,5,rz,0.01094810318473643,0.01094810318473643,0.2293414026057886,0.2901791475026862,0.04773714235782759
6,8,hea,48,4,0,ry,-0.06029023783969824,0.06029023783969824,0.19566977306104275,0.22975283508639616,0.3081223885351433
6,8,hea,49,4,0,rz,-0.024450474631073638,0.024450474631073638,0.24906297629618676,0.3180104086193522,0.09816984842418702
6,8,hea,50,4,1,ry,0.005770325244302226,0.005770325244302226,0.20197670554485878,0.2534476537051513,0.028569261137000847
6,8,hea,51,4,1,rz,0.02930620469510325,0.02930620469510325,0.1883157217987376,0.2329352762894437,0.15562271920357293
6,8,hea,52,4,2,ry,-0.03218204060178694,0.03218204060178694,0.23063028134449298,0.2884399973897941,0.13953952800203376
6,8,hea,53,4,2,rz,-0.09546740690419485,0.09546740690419485,0.26087061672299333,0.3121928696824109,0.3659569180440394
6,8,hea,54,4,3,ry,0.00029370725992326394,0.00029370725992326394,0.22651827494378282,0.2729115723459306,0.001296616178081679
6,8,hea,55,4,3,rz,0.02615287705761727,0.02615287705761727,0.20945544105857145,0.2586346651562102,0.1248612923371317
6,8,hea,56,4,4,ry,-0.019006207265119073,0.019006207265119073,0.18948731504343555,0.24440561988412973,0.10030332247180895
6,8,hea,57,4,4,rz,-0.023009475764584213,0.023009475764584213,0.21970693927626794,0.27702407310423777,0.10472803380894179
6,8,hea,58,4,5,ry,0.0704010350600079,0.0704010350600079,0.22162407015437363,0.2596701845398643,0.3176596973919363
6,8,hea,59,4,5,rz,0.02969839068111329,0.02969839068111329,0.17772065549592805,0.23377554960605976,0.16710714125063292
6,8,hea,60,5,0,ry,-0.09221835441130878,0.09221835441130878,0.2889167520293656,0.3449672958457868,0.31918659532049337
6,8,hea,61,5,0,rz,-0.06751651176320589,0.06751651176320589,0.21705227969840266,0.2850324826297686,0.31106105799497136
6,8,hea,62,5,1,ry,-0.06510948664840216,0.06510948664840216,0.25671440748232105,0.28274598843767257,0.2536261493343951
6,8,hea,63,5,1,rz,-0.037451051373168336,0.037451051373168336,0.23244163781627822,0.28120079305025075,0.16112023527716438
6,8,hea,64,5,2,ry,-0.029140451360808516,0.029140451360808516,0.22137109322662488,0.26938935017601395,0.13163620839590084
6,8,hea,65,5,2,rz,-0.0798063085510696,0.0798063085510696,0.22570298886269666,0.261219799297632,0.3535899500188645
6,8,hea,66,5,3,ry,-0.024973844590719874,0.024973844590719874,0.21055179789375741,0.27157462955245293,0.11861140508199954
6,8,hea,67,5,3,rz,-0.0693808793801292,0.0693808793801292,0.23829026187706967,0.29805465149811494,0.29116120328879175
6,8,hea,68,5,4,ry,-0.01299233070564673,0.01299233070564673,0.1828534983760272,0.23102853781837607,0.07105322469099669
6,8,hea,69,5,4,rz,-0.022826841811138945,0.022826841811138945,0.26517653522108403,0.3145729397487623,0.08608168061366205
6,8,hea,70,5,5,ry,-0.0025386632387412434,0.0025386632387412434,0.1583826335900507,0.22086764868798567,0.016028671712279834
6,8,hea,71,5,5,rz,-0.0709758672184643,0.0709758672184643,0.22065691774291368,0.2692898175716912,0.3216571134250938
6,8,hea,72,6,0,ry,-0.04696138945756285,0.04696138945756285,0.26688333648953233,0.3251078037263617,0.17596223906397612
6,8,hea,73,6,0,rz,0.060648010669033955,0.060648010669033955,0.19538707342632664,0.2216502999221489,0.3103992992243768
6,8,hea,74,6,1,ry,-0.017177963047567742,0.017177963047567742,0.17693191829810667,0.2301370535411781,0.0970879828399592
6,8,hea,75,6,1,rz,-0.006842017199470431,0.006842017199470431,0.17376197922912828,0.2343658657739232,0.03937580148329389
6,8,hea,76,6,2,ry,0.03501174541808657,0.03501174541808657,0.2501422081701145,0.30434526880742496,0.13996736366169737
6,8,hea,77,6,2,rz,0.023583549340849688,0.023583549340849688,0.2352999738623757,0.27538557029558786,0.10022759014262934
6,8,hea,78,6,3,ry,0.007095642293927688,0.007095642293927688,0.19813844015176704,0.2446405589722145,0.03581153807657232
6,8,hea,79,6,3,rz,0.012780820674284089,0.012780820674284089,0.18424631539060504,0.2499206117270984,0.06936812086140491
6,8,hea,80,6,4,ry,0.0031139518244521253,0.0031139518244521253,0.17858742076719822,0.24651100731149722,0.01743656866242204
6,8,hea,81,6,4,rz,0.011411585224411375,0.011411585224411375,0.1719590138806135,0.21711525392648068,0.06636223927367986
6,8,hea,82,6,5,ry,-0.09736519036428957,0.09736519036428957,0.22963196638786562,0.30272126480838113,0.4240053852077025
6,8,hea,83,6,5,rz,0.04463522138352405,0.04463522138352405,0.1885029075388916,0.23968383584412364,0.23678797301476504
6,8,hea,84,7,0,ry,-0.026909889360422712,0.026909889360422712,0.11739334943712149,0.14670419910998192,0.22922839743009482
6,8,hea,85,7,0,rz,-0.002499597687555678,0.002499597687555678,0.12381185626788431,0.17382629318566586,0.02018867790938719
6,8,hea,86,7,1,ry,-0.09129660791786728,0.09129660791786728,0.11573294877530678,0.17032232280667245,0.7888558002191497
6,8,hea,87,7,1,rz,0.014334818956913742,0.014334818956913742,0.22114335599869844,0.26407525021504313,0.06482138652629495
6,8,hea,88,7,2,ry,0.010657641708064772,0.010657641708064772,0.16543897341004454,0.20654203355225925,0.06442038105283379
6,8,hea,89,7,2,rz,0.021130173587849223,0.021130173587849223,0.12293570579631344,0.1513058188102738,0.1718798737191835
6,8,hea,90,7,3,ry,-0.04652965803453306,0.04652965803453306,0.15265856717270287,0.1684019081454582,0.30479558989895195
6,8,hea,91,7,3,rz,0.021425929548215716,0.021425929548215716,0.1579355445584651,0.18517985151009225,0.13566249198757194
6,8,hea,92,7,4,ry,0.036550766667839664,0.036550766667839664,0.18619154916106886,0.22639585608322882,0.19630733420785101
6,8,hea,93,7,4,rz,-0.05544832610191814,0.05544832610191814,0.14481429050773265,0.1769833511874636,0.3828926406883648
6,8,hea,94,7,5,ry,-0.04300028801965936,0.04300028801965936,0.1560864033378598,0.2018110380058085,0.27549028679059245
6,8,hea,95,7,5,rz,0.026404737067654623,0.026404737067654623,0.1202673526294007,0.14355816430638166,0.21955033091166146
6,8,hva,0,0,-1,beta_x,0.21969921922622884,0.21969921922622884,4.5285153049695595,5.643111761126453,0.04851462442561086
6,8,hva,1,0,-1,gamma_zz,-0.4026198618626205,0.4026198618626205,2.3184921570899855,2.9323276271407055,0.17365590848836926
6,8,hva,2,1,-1,beta_x,-0.47127945207073296,0.47127945207073296,3.9493565683639904,4.7293058560444186,0.11933069195267902
6,8,hva,3,1,-1,gamma_zz,-0.6120111763658251,0.6120111763658251,2.841351081987417,3.270768106192165,0.21539442283131954
6,8,hva,4,2,-1,beta_x,0.032699778798744784,0.032699778798744784,3.4677004889715564,4.701377891830008,0.009429816358921704
6,8,hva,5,2,-1,gamma_zz,-0.514337580363779,0.514337580363779,3.0519444171440977,3.6888900614499156,0.1685278334279357
6,8,hva,6,3,-1,beta_x,-0.2686830037638514,0.2686830037638514,3.5977698662402,4.229309361230149,0.0746804308649777
6,8,hva,7,3,-1,gamma_zz,-0.010113399695107139,0.010113399695107139,2.789948381629789,3.7276022724258664,0.0036249415084874245
6,8,hva,8,4,-1,beta_x,-0.34674886387771786,0.34674886387771786,2.9476409874051863,3.6452561756323134,0.11763605722654895
6,8,hva,9,4,-1,gamma_zz,-0.47959609777728496,0.47959609777728496,2.795854470293613,3.314988818190802,0.171538291020891
6,8,hva,10,5,-1,beta_x,0.3656841763382174,0.3656841763382174,3.2222940513216645,4.115819863846365,0.11348566285818247
6,8,hva,11,5,-1,gamma_zz,0.9659552794032596,0.9659552794032596,2.8115795864189206,3.702552849613471,0.34356319987142403
6,8,hva,12,6,-1,beta_x,-1.4383903824265183,1.4383903824265183,2.755232493448454,3.1198935137503105,0.5220577159447716
6,8,hva,13,6,-1,gamma_zz,0.7093643648542017,0.7093643648542017,2.7116024363150095,3.5165386344516083,0.2616033808474547
6,8,hva,14,7,-1,beta_x,-0.004071677517092376,0.004071677517092376,3.030204957518064,3.833072935461663,0.0013436970680779775
6,8,hva,15,7,-1,gamma_zz,1.0318812734512923,1.0318812734512923,2.5901465644858246,3.166504698786093,0.39838721391278986
8,4,hea,0,0,0,ry,0.015123024213794401,0.015123024213794401,0.14861795412779805,0.19811366476021494,0.10175772034104212
8,4,hea,1,0,0,rz,-0.027538369633100922,0.027538369633100922,0.10777126268251683,0.15675208807843036,0.25552609246331187
8,4,hea,2,0,1,ry,0.004749406518957787,0.004749406518957787,0.22215914063709724,0.2757375008730682,0.021378397959848274
8,4,hea,3,0,1,rz,-0.05207459001901912,0.05207459001901912,0.13478846036194891,0.20334119676304227,0.3863430881188365
8,4,hea,4,0,2,ry,-0.04751085251358285,0.04751085251358285,0.22274859307536765,0.2594815709930392,0.21329361437316552
8,4,hea,5,0,2,rz,0.011373671018359077,0.011373671018359077,0.12165628439279061,0.16574777268363414,0.09349020541870988
8,4,hea,6,0,3,ry,-0.05946871423548927,0.05946871423548927,0.18049923154882108,0.22457131268527658,0.3294679635209636
8,4,hea,7,0,3,rz,0.006267651679440411,0.006267651679440411,0.08747678343980352,0.13828283188265025,0.07164931577249152
8,4,hea,8,0,4,ry,-0.08364246945256266,0.08364246945256266,0.18435711745135347,0.21254076293858315,0.45369807582629973
8,4,hea,9,0,4,rz,0.07149516079794623,0.07149516079794623,0.1435321894222405,0.18939578392760364,0.4981123822170824
8,4,hea,10,0,5,ry,0.012203880821855601,0.012203880821855601,0.18463066313629287,0.2340505198921651,0.06609888419696965
8,4,hea,11,0,5,rz,0.028053620551575363,0.028053620551575363,0.08441682278962867,0.11951030860882138,0.33232262983275485
8,4,hea,12,0,6,ry,0.01652431667148946,0.01652431667148946,0.15809205359150805,0.21020708532183544,0.10452338555982274
8,4,hea,13,0,6,rz,0.004836307893221681,0.004836307893221681,0.10756113163142872,0.1419190361790197,0.044963341495828
8,4,hea,14,0,7,ry,-0.03755556981700817,0.03755556981700817,0.15149960655150616,0.17414443320317283,0.24789219372817284
